ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403	ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UPMA01003474|UPMA01003474.1,0,11843,UniRef50_A0A3D4SCU6,2514,6294
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWBG01003244|OWBG01003244.1,0,9345,UniRef50_A0A3D4SCU6,4553,8333
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UYCN01001078|UYCN01001078.1,0,22433,UniRef50_A0A3D4SCU6,17027,20807
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UPLV01002634|UPLV01002634.1,0,14518,UniRef50_A0A3D4SCU6,10511,14291
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UYCF01004054|UYCF01004054.1,0,9203,UniRef50_A0A3D4SCU6,5067,8847
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ULNZ01002136|ULNZ01002136.1,0,11363,UniRef50_A0A3D4SCU6,350,4130
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UZIH01002633|UZIH01002633.1,0,7300,UniRef50_A0A3D4SCU6,3511,7291
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UPOB01000918|UPOB01000918.1,212,33709,UniRef50_A0A3D4SCU6,29628,33408
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ1033701.1517,0,9442,UniRef50_A0A3D4SCU6,5970,9156
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917232.19044,0,10004,UniRef50_A0A3D4SCU6,1108,4888
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918257.54169,0,8365,UniRef50_A0A3D4SCU6,4319,8099
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917274.10207,0,15191,UniRef50_A0A3D4SCU6,5915,9695
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ920779.2149,0,7772,UniRef50_A0A3D4SCU6,3258,7038
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918717.53304,0,14278,UniRef50_A0A3D4SCU6,2197,5977
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ963656.4818,0,16121,UniRef50_A0A3D4SCU6,6006,9786
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918123.12616,0,7066,UniRef50_A0A3D4SCU6,351,4131
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918166.61844,0,27079,UniRef50_A0A3D4SCU6,8041,11821
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ933069.13,370,50528,UniRef50_A0A3D4SCU6,29786,33566
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0245212_101915,0,11502,UniRef50_A0A3D4SCU6,3857,7637
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ919814.6732,0,19592,UniRef50_A0A3D4SCU6,3288,7068
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0167501_101903,0,10579,UniRef50_A0A3D4SCU6,3418,7198
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ919107.60449,0,14390,UniRef50_A0A3D4SCU6,5494,9274
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHDG01000674|OHDG01000674.1,0,19537,UniRef50_A0A3D4SCU6,15071,18851
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OLGB01001866|OLGB01001866.1,0,24068,UniRef50_A0A3D4SCU6,19967,23747
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ914025.22351,7568,39656,UniRef50_A0A3D4SCU6,35534,39314
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHIR01000438|OHIR01000438.1,0,29028,UniRef50_A0A3D4SCU6,24482,28262
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OXLB01000227|OXLB01000227.1,7712,39736,UniRef50_A0A3D4SCU6,35679,39459
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OPVM01001641|OPVM01001641.1,0,12430,UniRef50_A0A3D4SCU6,59,3839
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ODVR01000782|ODVR01000782.1,0,25725,UniRef50_A0A3D4SCU6,21582,25362
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UANC01001587|UANC01001587.1,0,9765,UniRef50_A0A3D4SCU6,5772,9552
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UMGI01010256|UMGI01010256.1,0,16306,UniRef50_A0A3D4SCU6,12181,15961
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918149.1084,0,29382,UniRef50_A0A3D4SCU6,25017,28797
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ895361.16,0,26693,UniRef50_A0A3D4SCU6,22334,26114
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0245208_101422,0,12841,UniRef50_A0A3D4SCU6,6947,10727
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ932122.51,0,21251,UniRef50_A0A3D4SCU6,17086,20866
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0169586_101103,0,14252,UniRef50_A0A3D4SCU6,10102,13882
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0244902_102106,0,10247,UniRef50_A0A3D4SCU6,172,3952
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UZLO01000415|UZLO01000415.1,0,26583,UniRef50_A0A3D4SCU6,6607,10387
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OKXB01001141|OKXB01001141.1,0,28219,UniRef50_A0A3D4SCU6,14217,17997
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ1027014.489,0,19716,UniRef50_A0A3D4SCU6,15857,19637
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OYAV01000391|OYAV01000391.1,0,16436,UniRef50_A0A3D4SCU6,163,3943
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OLSA01001164|OLSA01001164.1,0,22323,UniRef50_A0A3D4SCU6,16319,20099
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGZC01000680|OGZC01000680.1,0,19571,UniRef50_A0A3D4SCU6,14316,18096
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OJOP01001194|OJOP01001194.1,0,12622,UniRef50_A0A3D4SCU6,226,4006
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UZQT01000390|UZQT01000390.1,0,28969,UniRef50_A0A3D4SCU6,8802,12582
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ1027105.314,0,19733,UniRef50_A0A3D4SCU6,15856,19636
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ851689.35,0,26265,UniRef50_A0A3D4SCU6,13115,16895
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ972495.17,0,25455,UniRef50_A0A3D4SCU6,9537,13317
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHCI01000111|OHCI01000111.1,0,47813,UniRef50_A0A3D4SCU6,16066,19846
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|QZMK01000752|QZMK01000752.1,0,47990,UniRef50_A0A3D4SCU6,16243,20023
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OZVH01000065|OZVH01000065.1,0,47653,UniRef50_A0A3D4SCU6,15904,19684
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OBKR01002937|OBKR01002937.1,0,11651,UniRef50_A0A3D4SCU6,1705,5485
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UPNM01000696|UPNM01000696.1,0,38111,UniRef50_A0A3D4SCU6,16087,19867
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ1034266.1052,0,19348,UniRef50_A0A3D4SCU6,2555,6335
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ824524.2527,0,18383,UniRef50_A0A3D4SCU6,1632,5412
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OPLX01000816|OPLX01000816.1,0,13332,UniRef50_A0A3D4SCU6,3053,6833
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OPVK01001900|OPVK01001900.1,0,11630,UniRef50_A0A3D4SCU6,3364,7144
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ913358.19084,0,14887,UniRef50_A0A3D4SCU6,6635,10415
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ1027146.318,0,23300,UniRef50_A0A3D4SCU6,477,4257
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UPQD01002515|UPQD01002515.1,0,15722,UniRef50_A0A3D4SCU6,1671,5451
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UZQR01000985|UZQR01000985.1,0,27205,UniRef50_A0A3D4SCU6,18828,22608
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918173.6078,0,10150,UniRef50_A0A3D4SCU6,2885,6665
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ914631.79171,0,8420,UniRef50_A0A3D4SCU6,635,4415
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ925814.12830,0,11761,UniRef50_A0A3D4SCU6,2294,6074
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ913949.6655,0,9431,UniRef50_A0A3D4SCU6,2811,6591
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ826613.5321,0,8616,UniRef50_A0A3D4SCU6,3258,7038
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918344.83214,0,26405,UniRef50_A0A3D4SCU6,19616,23396
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ914746.52099,0,15166,UniRef50_A0A3D4SCU6,471,4251
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ870894.20,0,41835,UniRef50_A0A3D4SCU6,21752,25532
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OOZF01001366|OOZF01001366.1,0,16982,UniRef50_A0A3D4SCU6,6997,10777
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGYD01000825|OGYD01000825.1,0,25477,UniRef50_A0A3D4SCU6,16477,20257
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ825079.2867,0,11780,UniRef50_A0A3D4SCU6,3345,7125
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918253.13406,0,13850,UniRef50_A0A3D4SCU6,8231,12011
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918405.82474,0,14179,UniRef50_A0A3D4SCU6,3907,7687
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ850798.24,0,24302,UniRef50_A0A3D4SCU6,17911,21691
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OLGF01002226|OLGF01002226.1,0,18422,UniRef50_A0A3D4SCU6,11229,15009
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OBKI01000419|OBKI01000419.1,0,29585,UniRef50_A0A3D4SCU6,12790,16570
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OCGZ01000852|OCGZ01000852.1,0,14371,UniRef50_A0A3D4SCU6,5365,9145
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ODFW01000239|ODFW01000239.1,547,58292,UniRef50_A0A3D4SCU6,30196,33976
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OPPA01001395|OPPA01001395.1,0,12383,UniRef50_A0A3D4SCU6,3426,7206
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UYCO01001113|UYCO01001113.1,0,19266,UniRef50_A0A3D4SCU6,8104,11884
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UXME01000710|UXME01000710.1,0,16569,UniRef50_A0A3D4SCU6,6908,10688
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OVYK01000416|OVYK01000416.1,0,46181,UniRef50_A0A3D4SCU6,16351,20131
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UXJD01000702|UXJD01000702.1,0,23307,UniRef50_A0A3D4SCU6,16170,19950
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UMDX01047534|UMDX01047534.1,0,16995,UniRef50_A0A3D4SCU6,7252,11032
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ULPK01012880|ULPK01012880.1,0,16594,UniRef50_A0A3D4SCU6,5913,9693
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ919685.4235,0,14049,UniRef50_A0A3D4SCU6,5401,9181
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ913443.34662,0,16317,UniRef50_A0A3D4SCU6,7297,11077
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917834.23866,0,43091,UniRef50_A0A3D4SCU6,22859,26639
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918805.97242,0,13784,UniRef50_A0A3D4SCU6,5271,9051
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ919708.44002,0,12455,UniRef50_A0A3D4SCU6,5213,8993
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ916335.3557,0,14307,UniRef50_A0A3D4SCU6,5447,9227
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0245096_100752,464,38506,UniRef50_UPI0011C7414E,30138,33324
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|USUK01001631|USUK01001631.1,0,16568,UniRef50_A0A3D4SCU6,3834,7614
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGYK01000722|OGYK01000722.1,0,26903,UniRef50_A0A3D4SCU6,2880,6660
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGLI01001845|OGLI01001845.1,0,11901,UniRef50_A0A3D4SCU6,5046,8826
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OBKX01001010|OBKX01001010.1,0,43700,UniRef50_A0A3D4SCU6,13518,17298
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OLGA01000783|OLGA01000783.1,0,26541,UniRef50_A0A3D4SCU6,19310,23090
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWFJ01001613|OWFJ01001613.1,0,20203,UniRef50_A0A3D4SCU6,16345,20125
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ULSV01035379|ULSV01035379.1,0,44295,UniRef50_A0A3D4SCU6,16690,20470
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OOSW01000176|OOSW01000176.1,0,17448,UniRef50_A0A3D4SCU6,6002,9782
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|USYX01000583|USYX01000583.1,0,31176,UniRef50_A0A3D4SCU6,15865,19645
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWDO01000424|OWDO01000424.1,0,38182,UniRef50_A0A3D4SCU6,18234,22014
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OOTD01000193|OOTD01000193.1,0,14109,UniRef50_A0A3D4SCU6,4297,8077
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHAJ01001035|OHAJ01001035.1,0,20806,UniRef50_A0A3D4SCU6,16,3628
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918331.57057,0,33267,UniRef50_UPI0011C7414E,406,3592
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UZIW01000483|UZIW01000483.1,0,38091,UniRef50_A0A3D4SCU6,16175,19955
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ951384.5203,0,38307,UniRef50_A0A3D4SCU6,23424,27204
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OAWP01001696|OAWP01001696.1,0,12423,UniRef50_A0A3D4SCU6,5411,9191
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OJMI01001676|OJMI01001676.1,0,23111,UniRef50_A0A3D4SCU6,3136,6916
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWRP01002374|OWRP01002374.1,0,14530,UniRef50_A0A3D4SCU6,4127,7907
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ914914.58973,0,15012,UniRef50_A0A3D4SCU6,5683,9463
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGGU01002027|OGGU01002027.1,0,10749,UniRef50_A0A3D4SCU6,657,4437
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ838516.3712,0,12958,UniRef50_A0A3D4SCU6,6953,10733
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWDG01001643|OWDG01001643.1,0,19851,UniRef50_A0A3D4SCU6,33,3564
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWDA01002488|OWDA01002488.1,0,11479,UniRef50_A0A3D4SCU6,1487,5267
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ULSK01001214|ULSK01001214.1,0,10601,UniRef50_A0A3D4SCU6,5390,9170
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OVYO01003229|OVYO01003229.1,0,12019,UniRef50_A0A3D4SCU6,3355,7135
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UYDV01001345|UYDV01001345.1,0,10713,UniRef50_A0A3D4SCU6,6303,10083
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGPX01002810|OGPX01002810.1,0,9360,UniRef50_A0A3D4SCU6,569,4349
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UPLF01001074|UPLF01001074.1,0,22410,UniRef50_A0A3D4SCU6,2352,6132
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UMDC01001045|UMDC01001045.1,0,10529,UniRef50_A0A3D4SCU6,5751,9531
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UYCD01004235|UYCD01004235.1,0,9203,UniRef50_A0A3D4SCU6,5285,9065
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ916212.30543,0,32225,UniRef50_A0A3D4SCU6,14720,18500
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ932713.33561,0,33529,UniRef50_A0A3D4SCU6,74,3854
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ970238.38,448,36984,UniRef50_A0A3D4SCU6,30122,33902
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ925928.285,0,12384,UniRef50_A0A3D4SCU6,8564,12344
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ920381.75288,0,12437,UniRef50_A0A3D4SCU6,4951,8731
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918295.101670,0,11185,UniRef50_A0A3D4SCU6,5212,8992
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ920425.70052,0,9565,UniRef50_A0A3D4SCU6,909,4689
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ936232.108,0,10566,UniRef50_A0A3D4SCU6,1624,5404
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ941843.52407,0,28733,UniRef50_A0A3D4SCU6,7540,11320
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ894721.30,0,37364,UniRef50_A0A3D4SCU6,25927,29707
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917466.10643,0,31845,UniRef50_A0A3D4SCU6,12614,16394
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918234.80133,0,11373,UniRef50_A0A3D4SCU6,1850,5630
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ925969.40969,0,14293,UniRef50_A0A3D4SCU6,5329,9109
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917674.4293,0,12508,UniRef50_A0A3D4SCU6,5856,9636
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ916424.31861,0,8708,UniRef50_A0A3D4SCU6,4718,8498
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917574.6557,0,26433,UniRef50_A0A3D4SCU6,13477,17257
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ919102.60569,0,10421,UniRef50_A0A3D4SCU6,73,3853
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ920092.3246,0,30242,UniRef50_A0A3D4SCU6,13516,17296
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ835880.3029,0,10254,UniRef50_A0A3D4SCU6,218,4058
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917873.71357,0,12727,UniRef50_A0A3D4SCU6,3091,6871
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918369.49513,0,15813,UniRef50_A0A3D4SCU6,5982,9762
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ917577.55890,0,23851,UniRef50_A0A3D4SCU6,5231,9011
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0245124_1001301,907,31915,UniRef50_A0A3D4SCU6,19197,22977
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ925150.10663,0,18550,UniRef50_A0A3D4SCU6,8435,12215
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0244885_102011,0,13383,UniRef50_A0A3D4SCU6,3683,7463
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0168822_100627,0,35857,UniRef50_A0A3D4SCU6,28765,32545
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ932280.19,0,28446,UniRef50_A0A3D4SCU6,24360,28140
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OCPR01000209|OCPR01000209.1,0,50242,UniRef50_A0A3D4SCU6,230,4010
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918141.39567,0,33376,UniRef50_A0A3D4SCU6,399,4179
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ950454.9673,18668,68819,UniRef50_A0A3D4SCU6,64812,68592
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ851589.10,23522,73216,UniRef50_A0A3D4SCU6,68715,72495
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ827426.749,0,43771,UniRef50_A0A3D4SCU6,39761,43541
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ925285.69153,23583,73892,UniRef50_A0A3D4SCU6,69708,73488
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UMDY01021621|UMDY01021621.1,0,39413,UniRef50_A0A3D4SCU6,12866,16646
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UMDU01024474|UMDU01024474.1,0,34591,UniRef50_A0A3D4SCU6,7262,11042
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ918256.4406,0,37663,UniRef50_A0A3D4SCU6,7811,11591
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ932782.21292,0,83201,UniRef50_A0A3D4SCU6,377,4157
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ857996.1111,0,34873,UniRef50_A0A3D4SCU6,10098,13878
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UMCH01008647|UMCH01008647.1,0,24862,UniRef50_A0A3D4SCU6,13783,17563
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ERZ935251.45,0,26600,UniRef50_A0A3D4SCU6,9871,13651
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OJPG01000537|OJPG01000537.1,0,28772,UniRef50_A0A3D4SCU6,8811,12591
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHDS01000189|OHDS01000189.1,0,38878,UniRef50_A0A3D4SCU6,18902,22682
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ORNN01001828|ORNN01001828.1,0,17244,UniRef50_A0A3D4SCU6,10078,13858
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OPNL01000704|OPNL01000704.1,0,26577,UniRef50_A0A3D4SCU6,15486,19266
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHTD01000525|OHTD01000525.1,0,20333,UniRef50_A0A3D4SCU6,5068,8848
